id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1.28908E+18,"1 bedroom apt close to hospitals,3min to Albanymed",484673863,Blossom Estates,,TENTH WARD,42.65701241,-73.78116252,Entire home/apt,67,1,10,04/01/2025,6.12,3,0,10,
1.29132E+18,The Belvedere,571617730,Zinte,,SECOND WARD,42.6445746,-73.7566836,Entire home/apt,300,1,0,,,1,364,0,
1.29288E+18,É??The Blue HomeÉ?? Private Bedroom 3 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66229706,-73.78175574,Private room,70,30,0,,,17,200,0,
1.29433E+18,Modern Luxury 2 bedroom w/yard,353498132,Michael,,EIGHTH WARD,42.64592834,-73.79876141,Entire home/apt,99,13,0,,,6,191,0,
1.2958E+18,'The Blue Home' Private Bedroom 1 / 1 Full Bath,349460842,Scott,,THIRTEENTH WARD,42.6634563,-73.78182815,Private room,70,30,0,,,17,174,0,
1.29665E+18,Room in Albany,663670719,Elhadj,,THIRTEENTH WARD,42.66434544,-73.77874573,Private room,45,1,0,,,3,327,0,
1.29676E+18,"Room In Albany, NY",663670719,Elhadj,,ELEVENTH WARD,42.6629497,-73.77890271,Private room,45,1,12,02/01/2025,10,3,355,12,
1.29807E+18,Fresh & Modernized 2BR Fl 1 Apt @ Downtown Albany,44434571,Earl,,SECOND WARD,42.64441207,-73.75226674,Entire home/apt,97,1,1,01/01/2025,1,8,356,1,
1.29863E+18,Mid-century Cozy Retreat W/D,47625981,Linda,,SEVENTH WARD,42.64882384,-73.76664662,Entire home/apt,119,1,1,08/12/2024,1,18,364,1,
1.30064E+18,Hope On The Hill,341431807,Rakee,,FIRST WARD,42.63104023,-73.77196508,Entire home/apt,90,1,2,29/12/2024,2,1,364,2,
1.30376E+18,Stylish Downtown Loft É?? Just 1/2 Mile to MVP Arena,433096110,Brian,,THIRD WARD,42.64857779,-73.75282604,Entire home/apt,99,1,1,01/01/2025,1,4,350,1,
1.30808E+18,É??The Blue HomeÉ?? Private Bedroom 2 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66299895,-73.78255585,Private room,56,28,0,,,17,259,0,
1.30811E+18,É??The Blue HomeÉ?? Private Bedroom 4 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66239947,-73.7827126,Private room,56,30,0,,,17,364,0,
1.31017E+18,Private Room In Albany,663670719,Elhadj,,ELEVENTH WARD,42.66375891,-73.77674407,Private room,49,1,2,31/12/2024,2,3,199,2,
1.31245E+18,COZY  house,667142820,Sylvain Marco,,FIFTEENTH WARD,42.6694592,-73.8269249,Entire home/apt,250,30,0,,,1,364,0,
1.31962E+18,Prime Location - 1 Bedroom,559146397,Cathleen,,SIXTH WARD,42.65331,-73.76971,Entire home/apt,73,5,0,,,1,278,0,
1.32549E+18,Walk to Washington Park: Remote Work-Ready Apt!,121680792,Evolve,,SIXTH WARD,42.65481,-73.77287,Entire home/apt,96,2,0,,,6,364,0,
